food_id,food_name,quantity,expiry_date,provider_id,provider_type,location,food_type,meal_type,claim_id,receiver_id,status,timestamp,provider_name,address,provider_city,provider_contact,receiver_name,receiver_type,receiver_city,receiver_contact,food_status,time_of_day
733,Pasta,31,2025-03-26,736,Supermarket,East Anthony,Vegetarian,Snacks,836,532,Pending,2025-03-18 00:13:00,Reed LLC,"9132 Garcia Estates
North Carolynshire, TX 77749",East Anthony,427.554.1262,David Sellers DVM,Individual,South Michaelfurt,492.321.3443,active,Night
734,Vegetables,5,2025-03-27,125,Supermarket,Lake April,Vegetarian,Lunch,581,706,Cancelled,2025-03-09 10:35:00,Brown-Grimes,"71570 Jason Spurs Apt. 697
Melissaton, ID 56125",Lake April,492-029-0285x3479,Shannon Jensen,Shelter,Lake Kevinport,001-378-570-1120x234,active,Morning
735,Fish,2,2025-03-19,459,Supermarket,Castilloport,Non-Vegetarian,Snacks,7,256,Cancelled,2025-03-07 23:58:00,Brown Ltd,"8358 Randy Mission
Markmouth, SC 03456",Castilloport,164.699.6716,Derek Wilson,Individual,Christopherland,+1-963-859-7585x002,active,Night
738,Fruits,5,2025-03-24,793,Grocery Store,West Brandon,Vegan,Snacks,268,317,Pending,2025-03-16 11:58:00,Thomas-Flores,"259 Walker Hollow
East Seth, AL 67266",West Brandon,567-080-9984x776,Martha Flores,NGO,Lake Glenview,568.426.0750,active,Morning
739,Chicken,2,2025-03-28,186,Grocery Store,Evansmouth,Non-Vegetarian,Breakfast,645,220,Pending,2025-03-20 03:23:00,Garner PLC,"90840 Edgar Light Suite 091
Lake Caseyberg, IA 64520",Evansmouth,(112)902-8389,Cassandra Mendoza,NGO,Dantown,2612673922,active,Night
741,Fish,21,2025-03-16,776,Supermarket,Williamview,Non-Vegetarian,Breakfast,98,116,Cancelled,2025-03-13 13:30:00,"Lee, Walker and Woodward","Unit 7428 Box 9237
DPO AA 51656",Williamview,001-800-825-6958,Mark Lee,Individual,Port Teresa,001-983-757-6830x086,active,Afternoon
743,Chicken,46,2025-03-29,308,Catering Service,Brittanyside,Non-Vegetarian,Breakfast,360,324,Cancelled,2025-03-08 00:38:00,Doyle LLC,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,0312154595,Kristine Martin,NGO,Thompsonhaven,444.954.4127x16438,active,Night
743,Chicken,46,2025-03-29,308,Catering Service,Brittanyside,Non-Vegetarian,Breakfast,619,725,Cancelled,2025-03-20 07:40:00,Doyle LLC,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,0312154595,Edward Lopez,NGO,New Matthewton,683-591-7229,active,Morning
743,Chicken,46,2025-03-29,308,Catering Service,Brittanyside,Non-Vegetarian,Breakfast,887,507,Pending,2025-03-15 02:19:00,Doyle LLC,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,0312154595,Destiny Maldonado,Charity,Carlosfurt,264-754-6432x2877,active,Night
744,Fish,13,2025-03-17,456,Grocery Store,North Katelyn,Non-Vegetarian,Snacks,523,676,Completed,2025-03-13 11:09:00,Simmons PLC,"7157 Denise Estate Suite 437
Paulland, AR 99422",North Katelyn,(272)507-6150,John Williams,Charity,Brooksborough,(057)537-1761x52273,active,Morning
744,Fish,13,2025-03-17,456,Grocery Store,North Katelyn,Non-Vegetarian,Snacks,937,799,Cancelled,2025-03-02 10:22:00,Simmons PLC,"7157 Denise Estate Suite 437
Paulland, AR 99422",North Katelyn,(272)507-6150,Adam Moore,Charity,East Josephview,+1-119-080-3260x81212,active,Morning
744,Fish,13,2025-03-17,456,Grocery Store,North Katelyn,Non-Vegetarian,Snacks,953,686,Cancelled,2025-03-05 20:10:00,Simmons PLC,"7157 Denise Estate Suite 437
Paulland, AR 99422",North Katelyn,(272)507-6150,Spencer Roberts,Charity,East Sheenahaven,074-920-1029x14932,active,Evening
746,Bread,31,2025-03-30,293,Catering Service,Joneshaven,Non-Vegetarian,Lunch,47,48,Pending,2025-03-07 10:45:00,Ibarra and Sons,"Unit 2034 Box 3584
DPO AE 66830",Joneshaven,855-385-3050x223,Jennifer Graham,Individual,East Saraport,001-979-746-0394x487,active,Morning
747,Dairy,39,2025-03-19,238,Grocery Store,North Julieburgh,Vegetarian,Lunch,317,660,Pending,2025-03-11 05:40:00,Decker Group,"4464 Charles Creek
Sanchezborough, GA 09107",North Julieburgh,+1-152-318-5664x8137,James Hernandez II,Charity,Kenthaven,001-036-235-2960,active,Morning
748,Soup,17,2025-03-24,472,Restaurant,Rebeccaburgh,Vegetarian,Breakfast,635,113,Pending,2025-03-07 01:36:00,Roach-Wheeler,"8571 Tonya Viaduct
East Pamelafurt, NM 42162",Rebeccaburgh,001-215-175-9576x5678,Jonathan Young,Shelter,Georgeborough,164-864-1786x77029,active,Night
749,Salad,32,2025-03-27,140,Restaurant,Watsonstad,Non-Vegetarian,Lunch,666,130,Pending,2025-03-15 09:02:00,Zhang LLC,"6343 Sanders Park Suite 844
Port Brendaton, FL 49650",Watsonstad,001-943-679-8869x4358,Matthew Hughes,Charity,Marieview,468-431-4471,active,Morning
751,Chicken,18,2025-03-25,720,Restaurant,Francisshire,Non-Vegetarian,Snacks,880,811,Cancelled,2025-03-10 20:50:00,"Page, Smith and Davis","065 Mary Estate Apt. 886
North Jessica, NY 33169",Francisshire,921-470-8846x3047,Scott Schroeder,Shelter,Markfurt,001-229-042-2531x276,active,Evening
755,Soup,4,2025-03-17,195,Supermarket,Justinhaven,Vegetarian,Dinner,424,537,Cancelled,2025-03-02 13:00:00,Williams-Strong,"712 Johnson Squares
Johnburgh, IN 34833",Justinhaven,935.536.1144,Earl Eaton,Shelter,Port Michaelport,0764237778,active,Afternoon
756,Bread,5,2025-03-19,887,Supermarket,Strongmouth,Vegan,Snacks,886,973,Cancelled,2025-03-07 02:15:00,Preston-Smith,"18358 Moore Spring Suite 713
Gordonshire, MT 45298",Strongmouth,(813)326-3277x75776,Brian Johnson,NGO,Patrickfort,001-751-479-5501x9929,active,Night
757,Dairy,42,2025-03-21,282,Supermarket,Port Gregton,Vegetarian,Dinner,38,380,Cancelled,2025-03-18 05:29:00,"Baker, Gardner and Callahan","18439 Amanda Field Apt. 333
Mccartymouth, MO 88867",Port Gregton,520-919-5240,Heather Silva,Charity,Lake Ryan,1340826530,active,Morning
762,Soup,4,2025-03-23,76,Restaurant,Port Amandamouth,Vegetarian,Snacks,826,965,Cancelled,2025-03-09 09:16:00,Clark-Estes,"1854 Michael Locks Suite 076
Shaneland, AZ 73210",Port Amandamouth,001-879-812-0126x19146,Ashley Silva,NGO,Port Thomas,(553)048-3123x8350,active,Morning
762,Soup,4,2025-03-23,76,Restaurant,Port Amandamouth,Vegetarian,Snacks,908,558,Completed,2025-03-05 13:06:00,Clark-Estes,"1854 Michael Locks Suite 076
Shaneland, AZ 73210",Port Amandamouth,001-879-812-0126x19146,Samantha Salinas,Charity,Rayberg,001-301-396-8153x96235,active,Afternoon
763,Fish,33,2025-03-17,846,Supermarket,South Thomasville,Non-Vegetarian,Snacks,304,883,Pending,2025-03-12 00:49:00,Miller Inc,"7787 Warren Estates Suite 246
Phillipsburgh, OK 32953",South Thomasville,394.144.5269x2229,Aaron Rios,NGO,New Jeffreyhaven,543-629-4859x81093,active,Night
764,Vegetables,21,2025-03-19,9,Supermarket,Tinamouth,Vegetarian,Breakfast,613,482,Completed,2025-03-01 06:01:00,Nguyen Inc,"169 Scott Keys Suite 000
East Michelle, HI 57025",Tinamouth,898-609-2609x844,Timothy Garrett,NGO,Andersonview,9075323328,active,Morning
765,Soup,1,2025-03-28,161,Supermarket,Perezport,Vegan,Lunch,125,329,Pending,2025-03-18 21:40:00,Campbell LLC,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,Christine Patterson,Individual,Edwardfort,001-270-907-0981x5520,active,Night
765,Soup,1,2025-03-28,161,Supermarket,Perezport,Vegan,Lunch,378,904,Completed,2025-03-08 13:50:00,Campbell LLC,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,Amanda Kline,Shelter,East Travis,001-265-376-3204x275,active,Afternoon
766,Chicken,17,2025-03-24,463,Grocery Store,East Edwinburgh,Non-Vegetarian,Breakfast,277,109,Completed,2025-03-09 12:24:00,Carey-Ramos,"6431 Kelly Brooks
West Stephaniemouth, NV 75536",East Edwinburgh,178-837-6236x9304,Rachel Nguyen,NGO,Theresamouth,(040)545-2043,active,Afternoon
767,Salad,17,2025-03-27,952,Grocery Store,Samueltown,Vegan,Dinner,807,742,Completed,2025-03-08 17:05:00,"Harris, Mcdonald and Taylor","0039 Alexander Terrace Apt. 565
Aprilborough, MI 33494",Samueltown,+1-648-160-9304,Matthew Webb,Charity,West David,001-998-341-9445x0465,active,Evening
769,Chicken,27,2025-03-25,483,Catering Service,Millerview,Non-Vegetarian,Lunch,146,420,Completed,2025-03-08 01:42:00,Bates-Johnson,"89427 Jennings Station
South Donald, ID 37797",Millerview,001-721-708-9864x7257,Susan Green,Charity,Josephborough,+1-716-778-7428x09975,active,Night
771,Chicken,9,2025-03-23,551,Restaurant,East Sandratown,Non-Vegetarian,Dinner,64,90,Completed,2025-03-17 13:38:00,"Holland, Caldwell and Oliver","7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,(670)960-9465,Alvin West,Shelter,Kellybury,(417)314-8724,active,Afternoon
771,Chicken,9,2025-03-23,551,Restaurant,East Sandratown,Non-Vegetarian,Dinner,194,726,Cancelled,2025-03-15 09:44:00,"Holland, Caldwell and Oliver","7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,(670)960-9465,Tammy Brown,Shelter,Victorton,+1-244-569-1621x3556,active,Morning
775,Pasta,7,2025-03-17,204,Supermarket,Lake Lauraton,Vegetarian,Dinner,792,259,Completed,2025-03-12 17:39:00,Lyons Inc,"0820 Christopher Dale
Angelamouth, GA 29905",Lake Lauraton,127.959.5462x8745,Aimee Stone,NGO,Barnesport,104-394-7041x83013,active,Evening
777,Fruits,5,2025-03-18,709,Restaurant,South Kathryn,Vegetarian,Dinner,324,503,Completed,2025-03-03 22:57:00,Barry Group,"632 Wong Place
West Shane, CO 27966",South Kathryn,+1-533-592-0009x5523,Eileen Scott,Charity,Lewismouth,(834)331-4178x57771,active,Night
778,Dairy,7,2025-03-21,57,Grocery Store,Port Robin,Non-Vegetarian,Snacks,844,362,Cancelled,2025-03-16 05:59:00,Cook Group,"6432 Guzman Estates
Lake Rebeccaborough, CA 35184",Port Robin,983-295-7995,Elizabeth Collins,Shelter,Johnland,(601)532-8275x383,active,Morning
778,Dairy,7,2025-03-21,57,Grocery Store,Port Robin,Non-Vegetarian,Snacks,929,938,Pending,2025-03-03 00:57:00,Cook Group,"6432 Guzman Estates
Lake Rebeccaborough, CA 35184",Port Robin,983-295-7995,Matthew Thornton,NGO,Hayesfort,1084069823,active,Night
782,Rice,49,2025-03-28,566,Catering Service,New Rachel,Non-Vegetarian,Snacks,142,128,Cancelled,2025-03-16 10:00:00,Cole-Stein,"782 Flynn Plaza
North Francesburgh, KY 21221",New Rachel,(322)115-7175x12748,Sarah Carter,Charity,New Benjamin,001-513-018-5852,active,Morning
782,Rice,49,2025-03-28,566,Catering Service,New Rachel,Non-Vegetarian,Snacks,382,804,Cancelled,2025-03-20 05:46:00,Cole-Stein,"782 Flynn Plaza
North Francesburgh, KY 21221",New Rachel,(322)115-7175x12748,Elizabeth Cochran,NGO,Theresabury,7711350025,active,Morning
784,Bread,1,2025-03-26,335,Grocery Store,North Gary,Non-Vegetarian,Dinner,725,218,Pending,2025-03-20 12:45:00,"Newman, Pearson and Mccarthy","4719 Darryl Isle
New Rebecca, GA 13003",North Gary,905.549.7068,Corey Lamb,Charity,New Daniel,882-893-9920,active,Afternoon
786,Rice,4,2025-03-30,959,Grocery Store,North Victoriastad,Vegetarian,Dinner,108,909,Pending,2025-03-08 09:17:00,Stanley PLC,"3255 Steven Falls Apt. 575
South Ashleyton, NM 59651",North Victoriastad,001-428-241-5858x19231,Matthew Cordova,NGO,Rubioborough,001-905-589-8944x09730,active,Morning
786,Rice,4,2025-03-30,959,Grocery Store,North Victoriastad,Vegetarian,Dinner,276,538,Completed,2025-03-16 11:54:00,Stanley PLC,"3255 Steven Falls Apt. 575
South Ashleyton, NM 59651",North Victoriastad,001-428-241-5858x19231,Ronald Norton,Individual,Carterton,+1-311-060-5846x0735,active,Morning
786,Rice,4,2025-03-30,959,Grocery Store,North Victoriastad,Vegetarian,Dinner,871,620,Cancelled,2025-03-08 17:20:00,Stanley PLC,"3255 Steven Falls Apt. 575
South Ashleyton, NM 59651",North Victoriastad,001-428-241-5858x19231,Cassandra Foster,Individual,West Danielview,(283)047-5421x9049,active,Evening
787,Fish,48,2025-03-24,355,Restaurant,Port Patrick,Non-Vegetarian,Dinner,179,339,Completed,2025-03-09 09:23:00,Bowman LLC,"64024 Hunter Plaza Apt. 997
Grantstad, NM 06478",Port Patrick,039-263-2786x611,Dustin Johnson,Individual,Gomezmouth,001-171-995-2815x84366,active,Morning
788,Fish,26,2025-03-30,34,Grocery Store,North Garybury,Non-Vegetarian,Dinner,368,682,Pending,2025-03-16 11:59:00,"Cooper, Smith and King","439 Barnes Courts Apt. 349
South Gregory, MO 73315",North Garybury,+1-812-193-0704x61726,Paige Lewis,Shelter,Karenfort,(150)608-5231x697,active,Morning
790,Chicken,2,2025-03-21,332,Restaurant,West Whitneymouth,Non-Vegetarian,Dinner,86,425,Cancelled,2025-03-02 09:25:00,Cox LLC,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875,Robert Chavez,NGO,Chadport,(886)049-9104x019,active,Morning
791,Soup,23,2025-03-29,152,Catering Service,South Jacobport,Vegetarian,Breakfast,707,877,Pending,2025-03-07 10:15:00,Rogers-Shaw,"39253 David Common
West Tyler, NC 21196",South Jacobport,001-522-305-5977x0080,Jeffrey Stafford,Shelter,North Nicholasborough,454.460.2468x7969,active,Morning
791,Soup,23,2025-03-29,152,Catering Service,South Jacobport,Vegetarian,Breakfast,990,943,Cancelled,2025-03-19 15:41:00,Rogers-Shaw,"39253 David Common
West Tyler, NC 21196",South Jacobport,001-522-305-5977x0080,Rebecca Lucas,Charity,New Jessicabury,721.446.3873x3399,active,Afternoon
792,Chicken,15,2025-03-17,308,Catering Service,Brittanyside,Non-Vegetarian,Breakfast,20,88,Completed,2025-03-07 12:15:00,Doyle LLC,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,0312154595,Eric Ryan DDS,NGO,Lake Daniel,001-677-794-6847x02126,active,Afternoon
794,Fruits,21,2025-03-27,380,Restaurant,Lake Christophermouth,Vegan,Snacks,216,685,Pending,2025-03-17 23:16:00,Nelson PLC,"USNS Walker
FPO AE 02837",Lake Christophermouth,(302)042-7352,Angela Knight,Individual,Port Joshua,491-330-2377x936,active,Night
795,Dairy,3,2025-03-19,911,Restaurant,Garciatown,Non-Vegetarian,Dinner,147,462,Completed,2025-03-02 13:48:00,Alexander PLC,"28329 Gary Courts
East Jonathan, KS 04105",Garciatown,599-601-7460,Timothy Martin,Charity,Lake Adriennechester,0686804383,active,Afternoon
797,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegetarian,Breakfast,59,371,Cancelled,2025-03-02 23:28:00,"Wilson, Watkins and Moore","57044 Fisher Valley
Parkerland, ID 82897",Phillipsfort,782.944.0904,William Frederick,NGO,Port Dean,001-228-551-9866,active,Night
797,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegetarian,Breakfast,152,988,Pending,2025-03-06 03:51:00,"Wilson, Watkins and Moore","57044 Fisher Valley
Parkerland, ID 82897",Phillipsfort,782.944.0904,Kristi Rodriguez,Charity,Nielsenberg,349.864.5409x08379,active,Night
797,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegetarian,Breakfast,425,237,Pending,2025-03-01 15:13:00,"Wilson, Watkins and Moore","57044 Fisher Valley
Parkerland, ID 82897",Phillipsfort,782.944.0904,Cathy Adams,Shelter,West Josephshire,269-061-4726,active,Afternoon
797,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegetarian,Breakfast,818,570,Completed,2025-03-10 20:54:00,"Wilson, Watkins and Moore","57044 Fisher Valley
Parkerland, ID 82897",Phillipsfort,782.944.0904,Anthony Cochran,Individual,Port Todd,+1-960-253-0828x4007,active,Evening
798,Fish,3,2025-03-30,413,Catering Service,North Mike,Non-Vegetarian,Lunch,19,399,Pending,2025-03-16 06:32:00,"Davis, Bowen and Miller","418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674,Jennifer Hughes,Charity,West Donnaton,001-147-430-1204x8556,active,Morning
798,Fish,3,2025-03-30,413,Catering Service,North Mike,Non-Vegetarian,Lunch,512,821,Cancelled,2025-03-15 19:57:00,"Davis, Bowen and Miller","418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674,Jeffrey Wilson,Charity,Davisport,001-245-390-7219x847,active,Evening
798,Fish,3,2025-03-30,413,Catering Service,North Mike,Non-Vegetarian,Lunch,767,355,Completed,2025-03-09 18:34:00,"Davis, Bowen and Miller","418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674,Brian Hoffman,Shelter,Lake Dillonborough,(718)753-5421x7242,active,Evening
799,Chicken,5,2025-03-17,764,Restaurant,New Travisshire,Non-Vegetarian,Breakfast,989,272,Pending,2025-03-08 13:03:00,"Villegas, Chen and Campos","5698 Trevor Ridges
Samanthaburgh, VT 05005",New Travisshire,(619)661-4594x325,Walter Carter,Shelter,Brianchester,(170)734-4123x02001,active,Afternoon
800,Dairy,15,2025-03-20,193,Restaurant,North Lisaland,Vegetarian,Lunch,907,934,Completed,2025-03-04 03:13:00,"Chung, Morris and Craig","310 Steven Overpass Apt. 402
Paulside, NM 92478",North Lisaland,001-981-892-0136x674,Dr. Wendy Terrell,Charity,Erikashire,566-236-8791,active,Night
801,Chicken,50,2025-03-18,609,Restaurant,South Christopherborough,Non-Vegetarian,Lunch,447,616,Cancelled,2025-03-13 02:49:00,Torres-Dunlap,"Unit 1623 Box 5952
DPO AA 55518",South Christopherborough,057.342.1300x473,Christopher Wright,Shelter,New Kellytown,+1-631-074-8622x827,active,Night
801,Chicken,50,2025-03-18,609,Restaurant,South Christopherborough,Non-Vegetarian,Lunch,565,473,Completed,2025-03-12 04:40:00,Torres-Dunlap,"Unit 1623 Box 5952
DPO AA 55518",South Christopherborough,057.342.1300x473,Justin Powell,Shelter,Port Sarah,001-823-112-3947x46965,active,Night
804,Fruits,47,2025-03-27,16,Catering Service,West Vanessafort,Vegan,Breakfast,372,2,Cancelled,2025-03-03 09:19:00,Brown and Sons,"1745 Chan Ridges
Ginaville, OK 07163",West Vanessafort,018-471-0550x16593,Laurie Ramos,Individual,Lewisburgh,761.042.1570,active,Morning
805,Chicken,1,2025-03-22,235,Catering Service,Gutierrezshire,Non-Vegetarian,Dinner,83,695,Completed,2025-03-18 19:37:00,Gutierrez LLC,"310 Myers Neck
Richardtown, WA 29671",Gutierrezshire,+1-544-924-8841x926,Janet Newton,Individual,West Amandaport,930-590-8261,active,Evening
806,Soup,12,2025-03-27,388,Supermarket,Manuelhaven,Vegetarian,Dinner,517,872,Completed,2025-03-19 13:38:00,Rivera Ltd,"2319 Wong Station Apt. 425
Morrisonbury, KY 44766",Manuelhaven,+1-832-244-5987,Lori Peters,Individual,Annaborough,270.652.6057x691,active,Afternoon
806,Soup,12,2025-03-27,388,Supermarket,Manuelhaven,Vegetarian,Dinner,643,993,Pending,2025-03-10 18:38:00,Rivera Ltd,"2319 Wong Station Apt. 425
Morrisonbury, KY 44766",Manuelhaven,+1-832-244-5987,Alexis Hayes,Shelter,Matthewmouth,543-812-0534x6473,active,Evening
807,Salad,35,2025-03-19,474,Catering Service,South Nicole,Vegetarian,Dinner,391,950,Completed,2025-03-04 20:52:00,Gonzalez Inc,"0269 Sanchez Fields
Alexanderfurt, AL 45894",South Nicole,679-305-8392,Caitlin Bennett,NGO,Delacruzborough,(351)050-3132x9588,active,Evening
807,Salad,35,2025-03-19,474,Catering Service,South Nicole,Vegetarian,Dinner,745,317,Pending,2025-03-19 19:02:00,Gonzalez Inc,"0269 Sanchez Fields
Alexanderfurt, AL 45894",South Nicole,679-305-8392,Martha Flores,NGO,Lake Glenview,568.426.0750,,Evening
810,Bread,34,2025-03-16,993,Restaurant,East Stephanie,Vegan,Snacks,249,541,Completed,2025-03-16 09:29:00,Mckinney Ltd,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378,Amy Brown,NGO,Shelbyland,752.956.3208x04024,,Morning
811,Salad,19,2025-03-27,513,Catering Service,West Larry,Non-Vegetarian,Dinner,840,245,Pending,2025-03-17 11:00:00,"Cruz, Murphy and Santos","7859 Derek Center Apt. 703
Lake Yvonne, AR 23556",West Larry,001-070-676-6757,Rebecca Sanchez,Shelter,New Craig,586-413-7361,active,Morning
812,Bread,49,2025-03-19,471,Grocery Store,Charlesmouth,Non-Vegetarian,Lunch,29,769,Pending,2025-03-14 17:09:00,"Allen, Ramsey and Cortez","480 Bruce Run
Dennischester, CO 85895",Charlesmouth,594.468.5130,John Warner,Shelter,Cookhaven,+1-003-320-5395,active,Evening
812,Bread,49,2025-03-19,471,Grocery Store,Charlesmouth,Non-Vegetarian,Lunch,842,341,Cancelled,2025-03-14 22:59:00,"Allen, Ramsey and Cortez","480 Bruce Run
Dennischester, CO 85895",Charlesmouth,594.468.5130,Anna Buckley,Individual,Murphyfort,421.281.9097x013,active,Night
813,Fish,33,2025-03-23,610,Supermarket,Allenton,Non-Vegetarian,Breakfast,175,745,Pending,2025-03-07 21:27:00,"Kelly, Cummings and Ward","Unit 4632 Box 7131
DPO AP 21204",Allenton,795.078.7850,Jose Vance,NGO,Lake Heatherberg,216.620.7837x2021,active,Night
813,Fish,33,2025-03-23,610,Supermarket,Allenton,Non-Vegetarian,Breakfast,210,388,Pending,2025-03-11 22:06:00,"Kelly, Cummings and Ward","Unit 4632 Box 7131
DPO AP 21204",Allenton,795.078.7850,Nicole Mueller,Charity,Rachelberg,241-269-1178,active,Night
818,Fish,50,2025-03-29,248,Restaurant,South Michellechester,Non-Vegetarian,Dinner,978,799,Cancelled,2025-03-11 06:11:00,"Oliver, Cross and Gilbert","USS Mcintyre
FPO AA 76857",South Michellechester,001-607-614-4871x9620,Adam Moore,Charity,East Josephview,+1-119-080-3260x81212,active,Morning
819,Bread,35,2025-03-28,304,Catering Service,Port Marcland,Non-Vegetarian,Breakfast,528,1,Completed,2025-03-20 13:45:00,Douglas-Colon,"30465 Latoya Haven
Hartville, NC 48753",Port Marcland,439.020.2351,Donald Gomez,Shelter,Port Carlburgh,(955)922-5295,active,Afternoon
819,Bread,35,2025-03-28,304,Catering Service,Port Marcland,Non-Vegetarian,Breakfast,738,482,Completed,2025-03-12 23:39:00,Douglas-Colon,"30465 Latoya Haven
Hartville, NC 48753",Port Marcland,439.020.2351,Timothy Garrett,NGO,Andersonview,9075323328,active,Night
820,Fruits,46,2025-03-27,753,Supermarket,South Randy,Vegetarian,Lunch,456,858,Pending,2025-03-02 16:44:00,Lawrence-Clark,"699 Brooks Parkway
Davisside, AL 18704",South Randy,122-170-5452x33780,Ashley Harris,Individual,Lake Stephenchester,001-680-582-4607x74285,active,Afternoon
820,Fruits,46,2025-03-27,753,Supermarket,South Randy,Vegetarian,Lunch,812,473,Pending,2025-03-07 00:40:00,Lawrence-Clark,"699 Brooks Parkway
Davisside, AL 18704",South Randy,122-170-5452x33780,Justin Powell,Shelter,Port Sarah,001-823-112-3947x46965,active,Night
821,Chicken,9,2025-03-24,167,Catering Service,Davidport,Non-Vegetarian,Lunch,615,367,Completed,2025-03-05 20:37:00,Thompson-Turner,"995 Campbell Mount Suite 129
Graytown, MN 23216",Davidport,897-925-4252,Ricardo Roberts,Individual,West Matthewborough,(371)857-1738x24461,active,Evening
822,Dairy,27,2025-03-25,237,Supermarket,Frederickside,Vegetarian,Lunch,256,47,Completed,2025-03-19 08:03:00,"White, Crawford and Pearson","4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,Taylor Dean,Shelter,Moorechester,297-100-5658,active,Morning
822,Dairy,27,2025-03-25,237,Supermarket,Frederickside,Vegetarian,Lunch,364,576,Completed,2025-03-10 21:47:00,"White, Crawford and Pearson","4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,Justin Lopez,Individual,East Stephenton,(526)153-8449x436,active,Night
822,Dairy,27,2025-03-25,237,Supermarket,Frederickside,Vegetarian,Lunch,874,226,Pending,2025-03-10 05:50:00,"White, Crawford and Pearson","4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,Daniel Kerr,Charity,Fergusonton,(548)955-9384x8406,active,Morning
823,Chicken,27,2025-03-21,587,Restaurant,Lake George,Non-Vegetarian,Lunch,626,576,Pending,2025-03-21 02:42:00,"Davis, Cruz and Schaefer","6913 Duarte Points Apt. 445
Ramosside, IL 10904",Lake George,4142908031,Justin Lopez,Individual,East Stephenton,(526)153-8449x436,,Night
824,Bread,12,2025-03-27,993,Restaurant,East Stephanie,Vegetarian,Dinner,204,571,Pending,2025-03-18 04:10:00,Mckinney Ltd,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378,Lydia Phillips,Shelter,North Hollyland,(704)162-2429,active,Night
825,Salad,25,2025-03-25,995,Supermarket,Manningshire,Vegetarian,Breakfast,44,31,Pending,2025-03-09 13:02:00,Moore Group,"46915 Maynard Dam Suite 320
North Alyssa, CA 48762",Manningshire,889-093-8775x51762,Rose Powell,NGO,Spencermouth,247-152-7297x648,active,Afternoon
826,Bread,39,2025-03-17,50,Catering Service,West Danielborough,Vegan,Snacks,414,544,Cancelled,2025-03-08 19:31:00,Perez-Williams,"956 Joseph Ford Apt. 098
Moorestad, LA 74730",West Danielborough,(305)890-2191x91055,Matthew Wright,NGO,Port Traci,001-782-074-4708,active,Evening
826,Bread,39,2025-03-17,50,Catering Service,West Danielborough,Vegan,Snacks,921,507,Completed,2025-03-05 01:43:00,Perez-Williams,"956 Joseph Ford Apt. 098
Moorestad, LA 74730",West Danielborough,(305)890-2191x91055,Destiny Maldonado,Charity,Carlosfurt,264-754-6432x2877,active,Night
828,Vegetables,21,2025-03-24,636,Grocery Store,West Omarside,Vegetarian,Breakfast,454,929,Completed,2025-03-20 05:18:00,Carroll-Stanley,"Unit 2028 Box 0350
DPO AP 33410",West Omarside,849.339.1687x68179,Donna Terry,Charity,Mathistown,(104)858-7570,active,Morning
828,Vegetables,21,2025-03-24,636,Grocery Store,West Omarside,Vegetarian,Breakfast,760,212,Completed,2025-03-13 16:00:00,Carroll-Stanley,"Unit 2028 Box 0350
DPO AP 33410",West Omarside,849.339.1687x68179,Ronald Gonzalez,Shelter,Stevenmouth,+1-946-378-3210x0415,active,Afternoon
829,Dairy,44,2025-03-18,262,Supermarket,New Carol,Vegetarian,Dinner,87,918,Completed,2025-03-13 10:50:00,Bradford-Martinez,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254,Katrina Cruz,Charity,Jenkinsfurt,709-191-5616x88772,active,Morning
832,Fish,19,2025-03-16,752,Grocery Store,East Heatherport,Non-Vegetarian,Breakfast,37,920,Cancelled,2025-03-13 03:50:00,Butler-Richardson,"99213 George Spurs Suite 321
Petersenberg, MA 55289",East Heatherport,+1-268-505-2616,Gregory Rodriguez,Charity,West Davidview,671.667.1616,active,Night
